Дата ;о_Санкт-Петербург;o_Адмиралтейский;o_Васимлеостровский;o_Всеволожский;o_Выборгский;o_Калининский;o_Кировский;o_Колпинский;o_Красногвардейский;o_Красносельский;o_Кронштадтский;o_Курортный;o_Московский;o_Невский;o_Ленобласть;o_Петроградский;o_Петродворцовый;o_Приморский;o_Пушкинский;o_Фрунзенский;o_Центральный;р_Санкт-Петербург;p_Адмиралтейский;p_Василеостровский;p_Всеволожский;p_Выборгский;p_Калининский;p_Кировский ;p_Колпинский;p_Красногвардейский;p_Красносельский;p_Кронштадтский;p_Курортный;p_Московский;p_Невский;p_ЛЕНОБЛАСТЬ;p_Петроградский;p_Петродворцовый ;p_Приморский;p_Пушкинский;p_Фрунзенский ;p_Центральный
ijul'05;33.1;34.634;36.628;22.706;32.037;30.063;30.996;24.812;30.669;27.494;23.851;33.789;35.968;29.963;18.997;38.383;29.215;32.555;36.61;29.519;41.067;27.996;39.509;35.55;19.536;27.644;26.494;27.007;0.0;26.027;24.263;0.0;0.0;31.121;25.345;17.ноя;53.817;0.0;26.973;0.0;24.132;47.985
avg'05;33.025;34.364;36.719;22.497;32.134;30.132;31.043;24.752;30.434;27.401;23.533;33.734;36.433;29.918;18.977;38.387;27.966;32.492;35.261;29.098;41.524;27.845;39.746;35.352;19.411;27.452;26.221;27.087;0.0;25.229;24.092;0.0;0.0;30.592;24.985;16.52;53.892;0.0;26.721;0.0;24.199;48.975
sen'05;33.091;34.544;36.474;22.756;32.45;30.27;31.175;24.848;30.375;27.324;22.401;34.916;36.393;29.942;19.178;38.967;27.82;32.498;36.158;29.529;41.388;27.868;43.433;36.588;20.184;27.56;26.175;27.58;0.0;25.131;24.201;0.0;0.0;30.418;25.354;18.471;53.399;0.0;27.318;0.0;24.101;50.598
okt'05;33.49;35.001;37.332;22.894;32.753;30.751;31.225;25.028;30.871;27.56;22.698;35.469;37.348;30.374;19.369;39.323;28.408;33.089;36.164;29.83;41.969;28.068;45.718;37.518;19.766;27.781;26.272;27.789;0.0;25.115;24.279;0.0;0.0;30.263;25.425;18.767;54.69;0.0;27.402;0.0;24.362;52.066
noja'05;34.067;35.878;37.748;23.132;33.344;31.23;31.734;25.346;31.365;28.188;22.762;35.802;37.679;30.672;19.35;39.846;28.647;33.799;39.857;30.17;42.435;28.608;45.822;38.559;20.013;28.504;26.683;28.504;0.0;26.015;24.791;0.0;0.0;31.365;26.май;18.138;54.998;0.0;27.65;0.0;24.586;51.957
dek'05;34.57;35.536;38.388;23.301;33.825;31.731;32.013;25.467;31.957;28.488;22.395;35.795;38.587;31.117;19.517;40.63;29.443;34.427;39.053;30.482;42.717;29.043;46.442;36.789;20.125;28.609;26.736;28.819;0.0;26.292;26.139;0.0;0.0;32.549;26.272;18.907;56.167;0.0;28.076;0.0;25.069;53.317
janv'06;34.651;35.367;37.879;23.585;33.814;31.559;31.903;25.435;31.866;28.582;23.163;34.125;38.866;30.755;18.463;41.508;28.405;34.501;33.583;30.мар;43.155;28.918;48.55;36.251;20.54;28.781;26.907;28.829;22.453;26.519;25.958;0.0;28.314;32.105;26.484;18.48;60.544;22.031;28.259;24.77;24.752;57.006
fev'06;36.033;35.818;38.587;24.185;34.527;32.195;32.291;25.953;32.329;29.046;23.117;34.195;39.523;31.25;18.626;41.942;28.682;35.213;33.853;30.939;43.638;29.705;49.6;36.34;20.786;28.812;27.18;28.688;21.666;26.429;26.246;0.0;30.319;31.651;26.678;18.738;63.004;22.195;28.502;26.461;25.052;57.183
mar'06;36.776;36.759;39.488;24.197;35.735;33.039;32.869;26.324;33.186;29.996;23.546;34.405;39.952;32.069;18.58;42.929;28.24;36.07;33.919;31.874;44.399;30.649;49.979;36.614;20.854;29.022;27.433;28.958;21.407;26.616;26.637;0.0;28.209;31.491;28.043;18.932;62.919;22.351;29.595;24.767;25.088;60.538
apr'06;38.425;37.856;40.723;24.863;37.831;34.823;34.486;27.078;34.746;31.669;23.681;34.939;41.443;33.765;18.397;43.884;29.207;37.928;35.103;33.427;45.562;32.22;50.509;38.272;21.283;30.863;29.098;31.307;22.325;27.821;27.278;0.0;29.36;34.891;29.744;18.321;68.587;22.703;31.221;25.49;25.647;60.062
maj'06;40.458;39.808;42.513;25.069;40.436;37.065;36.711;28.318;36.936;33.796;25.283;35.73;44.104;35.712;18.343;45.271;30.003;40.118;35.735;35.508;47.219;35.89;51.186;41.991;22.442;34.809;32.198;35.61;23.436;31.874;28.123;0.0;29.426;38.881;31.762;20.371;78.693;22.883;34.739;24.227;27.583;59.021
ijun'06;44.852;44.22;46.511;27.387;44.542;41.9;41.962;31.957;41.61;37.416;28.386;38.423;48.633;41.232;19.26;50.029;33.136;44.835;38.73;40.068;51.937;39.961;49.693;45.213;24.95;38.443;35.937;40.694;25.91;35.822;32.856;0.0;31.225;42.92;36.914;19.405;80.601;25.176;38.217;25.38;31.227;66.007
ijul'06;52.055;51.485;53.759;31.548;51.81;49.52;49.248;38.387;48.98;44.395;34.981;42.118;56.904;48.113;20.627;58.023;38.251;52.574;44.2;47.255;59.574;45.396;60.951;50.839;27.531;43.571;41.693;43.504;28.063;41.199;35.325;0.0;35.214;47.724;42.348;22.031;82.301;25.156;43.907;28.769;35.734;79.295
avg'06;60.234;59.692;62.125;38.236;61.015;58.02;57.643;46.029;57.237;51.831;41.659;51.503;65.069;56.617;23.596;67.161;45.29;60.683;51.241;57.169;68.445;52.366;58.344;62.853;34.467;54.062;49.868;46.815;35.553;45.542;39.824;0.0;42.454;53.33;48.549;25.872;93.3;30.291;49.762;33.401;41.723;80.792
sen'06;66.254;67.535;69.987;43.527;67.074;63.729;63.584;50.476;63.806;58.011;47.674;57.166;71.628;62.389;28.002;72.875;52.54;67.309;57.211;62.126;75.208;56.988;75.834;69.431;37.68;60.013;55.972;56.349;34.206;50.117;45.55;0.0;46.696;59.374;52.288;28.399;98.173;46.587;55.838;35.594;46.308;90.732
okt'06;68.855;70.443;74.715;46.663;69.135;65.937;66.026;51.317;65.75;60.179;49.825;60.349;74.101;64.333;31.571;76.67;54.867;69.8;60.37;64.035;79.141;58.205;81.776;73.484;38.403;60.239;56.813;57.692;40.808;53.762;47.1;0.0;47.925;59.993;54.142;28.629;100.125;47.476;57.977;35.442;47.107;94.39
noja'06;68.653;71.582;75.625;47.704;68.716;65.33;65.572;51.362;65.418;59.719;50.191;61.154;73.364;63.514;32.555;76.81;55.659;69.412;61.421;63.373;80.045;58.454;87.731;74.534;39.294;60.501;56.501;58.029;38.595;54.169;48.563;0.0;49.455;58.341;54.352;31.969;101.011;46.508;57.06;35.513;48.182;96.221
dek'06;68.115;72.014;75.434;47.473;67.637;64.143;64.732;50.3;64.668;59.514;48.715;61.98;72.602;63.034;32.593;77.293;55.741;68.517;59.897;62.364;80.026;57.219;82.597;77.768;39.068;56.775;55.371;56.073;33.396;53.345;49.44;0.0;48.784;58.227;53.532;31.573;102.097;50.153;55.004;35.638;47.52;97.258
janv'07;69.691;73.653;77.444;49.192;69.304;65.45;66.049;50.901;66.177;60.571;49.38;62.796;74.407;64.498;38.022;79.066;56.689;70.251;60.943;63.328;81.834;58.087;85.049;76.186;39.728;57.401;56.539;56.849;35.031;55.493;47.707;0.0;49.528;58.592;53.231;31.528;106.251;53.203;56.541;35.396;48.095;100.94
fev'07;70.166;73.793;78.514;49.724;69.465;65.7;66.706;51.141;66.516;60.759;49.226;62.849;74.877;64.79;38.97;79.767;57.396;70.847;61.537;63.465;83.18;58.165;88.756;76.077;39.152;58.877;56.606;57.031;33.998;55.758;48.914;0.0;50.552;57.939;54.944;33.28;108.15;52.601;57.415;37.024;47.805;102.849
mar'07;70.129;74.153;79.797;50.038;69.24;65.59;66.431;50.76;66.559;60.491;48.816;63.331;74.592;64.504;39.649;80.192;57.735;70.8;62.705;63.601;83.399;58.038;86.976;80.131;39.555;58.095;56.699;56.273;34.907;57.127;48.481;0.0;51.327;57.393;56.654;33.114;109.831;54.395;55.931;36.853;48.102;105.336
apr'07;70.475;74.174;79.456;50.413;69.482;65.699;66.614;50.665;66.399;59.781;49.628;63.334;74.873;64.449;39.348;79.267;57.939;70.534;63.265;63.333;82.779;58.538;0.0;78.885;38.485;58.545;55.571;55.757;35.178;56.505;50.122;0.0;50.908;59.241;55.676;33.205;111.518;55.669;55.481;36.314;48.804;109.812
maj'07;71.031;74.08;78.904;50.212;70.418;65.402;66.36;50.464;66.628;59.801;49.831;63.973;75.878;64.513;36.314;79.48;58.815;70.498;64.721;63.317;83.525;58.901;0.0;77.892;38.834;58.926;55.806;55.852;35.127;53.565;48.623;0.0;51.146;59.518;57.396;32.892;113.204;53.766;56.778;36.581;48.746;113.135
ijun'07;71.762;74.749;80.262;50.177;71.17;65.629;67.383;50.904;67.321;61.003;49.782;65.486;75.925;65.3;35.842;79.204;58.033;71.575;64.901;63.688;81.592;62.73;0.0;85.039;42.524;64.644;59.941;58.755;38.525;61.941;52.373;52.557;58.104;62.968;60.657;37.326;125.392;55.309;60.666;40.013;51.831;120.113
ijul'07;72.322;75.855;80.807;49.993;71.233;66.512;67.949;51.5;67.754;62.002;49.956;65.97;76.179;65.498;34.146;79.718;58.882;72.064;66.093;64.348;82.526;63.694;0.0;84.468;42.954;65.323;59.721;59.864;38.078;61.396;53.232;52.975;59.614;64.882;59.257;39.733;124.926;54.767;61.441;39.968;52.88;128.396
avg'07;73.36;76.739;81.476;50.526;72.436;67.075;68.866;52.453;68.935;61.471;51.344;67.468;76.979;66.226;34.319;81.319;59.004;72.838;66.613;64.442;85.241;63.846;0.0;84.183;43.018;65.403;60.136;59.51;41.311;62.903;52.29;52.4;61.994;65.806;59.838;40.936;132.444;55.429;61.39;41.465;53.416;131.671
sen'07;74.413;77.913;81.657;51.061;73.477;68.247;70.035;52.739;69.829;62.627;51.639;68.644;78.39;67.094;34.005;81.618;60.854;73.973;68.233;65.565;85.779;65.524;0.0;88.065;43.655;67.042;61.144;61.597;39.121;63.479;52.599;52.535;63.341;67.824;59.821;41.328;135.392;52.754;61.503;42.447;54.961;131.294
okt'07;75.952;79.664;83.08;51.404;74.691;69.931;70.656;53.195;70.631;64.378;53.311;69.093;80.121;68.151;35.009;84.308;61.874;75.004;69.241;66.665;87.814;66.198;0.0;89.521;44.38;68.091;62.328;61.214;40.104;65.79;52.827;52.65;65.695;67.279;59.916;41.87;132.449;54.328;62.538;41.087;55.188;132.655
noja'07;77.483;81.075;84.28;51.096;75.875;71.382;71.565;54.301;71.933;65.241;54.739;69.851;81.844;69.232;35.56;85.781;63.218;76.195;69.541;67.605;89.576;67.519;0.0;87.441;44.535;67.623;64.75;61.092;40.237;64.764;53.645;52.52;66.588;68.021;60.318;41.851;134.221;52.156;63.209;41.943;55.972;136.291
dek'07;79.789;83.414;85.809;51.602;78.441;74.093;73.419;56.371;74.865;66.953;56.706;71.409;84.102;71.276;35.792;87.864;63.978;77.561;71.794;69.031;91.707;69.082;0.0;89.064;45.015;68.82;68.323;62.103;43.268;69.599;52.907;52.718;69.992;71.497;61.047;41.918;134.564;56.959;65.738;43.114;58.137;138.149
janv'08;82.052;85.813;88.202;53.707;81.068;77.207;75.746;58.461;77.775;69.355;59.695;73.228;87.413;74.309;37.728;89.928;66.275;80.127;74.213;72.483;94.656;71.756;0.0;88.176;46.25;72.024;72.396;64.904;0.0;73.113;53.368;0.0;0.0;76.871;63.168;42.136;136.681;57.0;68.643;44.285;60.377;139.83
fev'08;87.035;90.459;92.179;56.575;86.151;81.335;80.159;63.943;82.858;73.305;64.158;74.57;91.482;79.223;40.293;94.027;68.897;84.954;77.335;76.732;99.25;76.416;0.0;90.242;48.604;75.858;75.498;68.22;0.0;75.688;60.458;0.0;0.0;80.771;66.744;44.072;128.987;57.041;71.178;45.457;62.926;143.1
mar'08;92.595;94.975;98.267;61.706;92.6;86.315;85.864;70.725;88.802;78.682;66.779;78.792;97.495;84.538;41.698;99.044;74.298;90.593;82.81;82.004;102.824;82.038;0.0;96.475;52.771;82.23;81.214;73.887;0.0;85.336;64.273;0.0;0.0;89.621;71.722;46.465;141.325;57.082;76.869;46.628;69.286;145.47
apr'08;97.362;99.967;103.854;66.101;97.475;92.544;90.067;74.211;94.204;83.85;68.625;82.201;102.425;89.467;43.861;103.47;79.171;95.76;86.318;87.731;107.097;85.985;142.424;100.206;56.222;82.99;87.352;78.22;51.066;94.795;68.049;58.0;72.361;96.268;76.224;46.696;139.173;57.024;80.912;53.025;74.516;144.154
maj'08;100.175;101.952;106.572;68.917;99.139;95.527;92.786;75.878;96.014;86.666;70.194;85.366;106.154;91.565;44.454;108.118;80.038;97.885;89.861;90.245;111.317;87.915;153.451;100.598;57.592;84.384;89.443;79.886;0.0;97.682;68.813;58.0;74.106;95.152;79.451;48.582;139.103;60.515;81.472;56.633;76.648;152.03
ijun'08;102.202;103.883;109.092;70.743;100.921;96.947;94.443;77.283;98.24;88.56;72.963;85.978;107.853;94.139;45.845;111.212;81.741;100.331;91.269;92.449;113.27;88.023;153.544;101.515;59.79;86.349;90.925;80.824;0.0;95.416;69.927;0.0;77.517;92.185;79.994;49.201;141.352;67.243;81.797;54.784;78.325;151.724
ijul'08;103.494;106.169;110.361;72.343;102.487;97.92;95.649;79.334;99.762;90.039;74.297;88.413;109.128;95.973;46.908;113.827;82.451;101.377;89.821;93.309;115.463;89.154;160.0;104.478;59.096;87.582;91.091;81.158;0.0;95.722;70.688;0.0;78.081;94.109;80.885;46.248;144.176;62.197;82.348;71.349;79.717;153.468
avg'08;105.482;109.079;114.095;73.331;104.842;98.906;96.775;79.941;101.903;90.046;77.699;89.582;110.001;98.412;48.11;117.755;82.99;103.694;92.328;94.735;118.775;90.073;0.0;104.469;59.758;87.198;89.665;82.256;0.0;97.58;71.638;0.0;78.976;95.74;81.922;49.711;146.209;68.479;83.026;73.257;81.871;161.872
sen'08;107.935;111.634;116.339;75.203;106.186;100.111;98.881;80.941;102.354;91.925;81.637;91.302;113.624;99.229;49.733;122.55;84.685;105.505;95.97;96.399;123.279;90.62;164.477;106.038;60.697;87.471;90.393;82.107;0.0;97.106;72.405;0.0;78.017;96.503;82.249;49.895;154.903;63.032;83.448;73.293;83.254;160.385
okt'08;107.105;112.614;116.55;74.482;104.913;99.353;98.234;81.125;101.434;90.96;81.331;92.143;111.281;98.46;50.822;124.709;84.697;103.549;95.766;96.11;125.352;90.427;160.001;110.693;59.607;89.315;90.457;82.052;0.0;96.199;71.087;0.0;79.142;94.924;80.413;51.35;156.543;61.714;83.011;70.536;82.936;159.135
noja'08;104.86;112.958;114.468;73.176;102.4;96.752;95.833;79.778;98.296;89.782;80.752;90.221;109.836;95.403;49.728;123.615;84.116;100.763;94.077;93.028;124.291;89.073;0.0;111.545;59.244;87.57;87.455;79.559;0.0;96.152;69.392;0.0;76.919;92.207;80.305;50.921;157.272;65.745;81.136;62.397;80.045;164.999
dek'08;100.762;110.483;110.93;70.485;97.849;92.409;91.181;76.46;94.602;85.415;77.277;84.864;104.709;91.243;48.228;121.063;80.464;96.254;90.627;89.714;121.829;85.417;129.176;105.216;56.995;85.064;83.73;77.082;49.791;92.03;67.874;0.0;73.9;87.825;77.187;50.45;152.684;59.99;79.217;61.68;76.932;159.635
janv'09;98.01;106.494;107.8;68.434;95.369;89.439;88.949;74.382;91.501;81.961;72.818;81.861;102.3;89.094;48.923;117.48;78.866;93.42;88.079;87.141;119.3;84.697;128.774;107.159;55.805;82.265;80.183;74.199;49.546;93.129;68.052;0.0;74.898;85.018;75.477;51.615;153.53;60.405;77.785;57.717;76.987;154.615
fev'09;95.997;103.834;106.055;67.92;93.307;87.767;88.645;71.84;89.122;81.144;71.562;81.15;100.215;86.04;47.517;115.877;76.472;91.919;86.711;85.193;117.245;83.297;117.704;107.067;55.214;80.419;78.995;72.071;0.0;89.404;67.106;0.0;76.734;82.263;74.746;49.918;145.826;63.162;77.978;59.471;77.246;145.8
mar'09;94.029;101.396;105.202;65.857;91.251;86.071;86.323;69.657;87.897;77.603;71.494;80.462;97.289;84.053;46.148;115.153;75.234;90.227;84.753;83.314;116.035;82.917;126.643;105.313;54.233;75.901;76.343;71.107;0.0;86.018;65.939;0.0;76.502;80.146;73.765;50.085;145.672;63.703;76.413;57.752;74.674;148.471
apr'09;91.388;99.092;102.021;63.764;89.409;83.259;82.821;66.884;85.379;76.602;69.736;79.601;94.177;81.815;44.517;113.65;73.129;87.239;83.342;80.897;113.33;79.828;126.196;101.938;52.496;75.57;76.752;70.769;51.122;86.276;64.036;0.0;74.052;78.648;72.797;49.412;145.033;66.87;74.465;58.28;73.426;158.144
maj'09;89.035;97.056;99.97;62.28;87.139;81.441;80.871;63.866;82.47;74.373;67.549;77.066;91.315;79.736;45.387;110.548;70.592;84.878;82.436;78.803;111.064;77.412;0.0;99.881;51.853;74.954;75.512;69.091;0.0;87.144;62.19;0.0;76.944;77.662;70.475;47.41;142.275;62.329;74.186;57.025;71.803;160.956
ijun'09;86.574;93.246;98.688;59.889;84.974;78.891;79.373;60.926;80.149;72.447;64.915;76.824;89.021;76.709;42.504;109.183;67.909;82.016;79.622;75.883;108.92;75.521;113.375;98.44;51.288;73.119;73.052;68.078;49.51;85.485;61.214;0.0;72.493;74.389;69.576;46.419;135.52;64.554;70.339;55.009;69.006;152.804
ijul'09;83.999;91.309;96.12;57.832;82.305;76.655;76.734;59.638;77.103;69.84;62.193;73.09;85.88;73.821;41.542;107.455;66.475;79.05;76.624;73.673;107.497;75.419;117.618;100.53;50.553;70.534;73.859;66.084;44.18;86.915;60.761;0.0;66.463;72.666;68.236;46.11;133.796;62.785;70.463;52.434;69.777;148.129
avg'09;82.776;88.907;95.125;56.456;80.208;74.993;74.325;57.954;75.875;68.404;60.684;72.698;86.446;72.397;40.698;106.258;66.055;77.683;75.439;71.96;105.047;75.585;115.845;98.911;49.589;72.195;74.816;65.367;42.114;83.818;60.193;0.0;65.702;72.523;66.848;44.607;134.459;60.81;70.032;51.569;68.918;149.502
sen'09;82.321;89.57;94.095;56.03;79.779;75.214;73.648;57.725;75.301;67.068;60.263;72.309;85.378;71.54;39.919;106.355;63.78;77.641;74.754;71.684;104.815;72.38;133.127;92.832;49.429;70.406;70.408;65.15;44.304;83.084;58.781;0.0;69.066;71.459;66.122;45.143;132.797;62.485;68.38;52.235;66.203;151.932
okt'09;81.728;88.486;92.532;55.882;79.458;74.687;73.446;57.423;74.573;66.21;58.791;72.137;85.762;70.736;39.469;105.864;63.343;77.349;73.81;71.421;103.285;72.856;132.841;92.808;48.469;70.229;71.944;65.212;41.042;84.256;59.17;0.0;66.863;71.701;65.391;43.757;131.386;63.593;67.292;50.654;66.685;154.283
noja'09;81.138;88.491;91.988;54.995;78.673;74.516;73.51;57.584;74.146;66.49;58.521;71.579;84.638;70.949;39.041;104.005;61.551;76.702;74.115;70.533;101.881;73.734;135.665;94.981;48.072;69.032;73.547;65.348;0.0;86.315;58.136;0.0;66.859;71.777;66.008;42.441;135.897;65.541;67.427;51.075;65.735;149.21
dek'09;81.072;87.626;92.565;54.758;79.372;74.343;73.062;57.514;74.206;66.154;58.669;71.414;84.484;71.0;38.881;102.238;61.44;76.297;73.536;70.631;100.309;72.929;140.933;92.625;47.908;69.05;73.65;66.405;36.958;84.821;59.586;0.0;70.683;71.474;65.516;41.648;136.857;61.366;66.01;51.127;64.794;141.71
janv'10;81.584;86.567;91.256;54.989;80.4;74.411;73.591;57.877;74.341;66.949;58.793;72.204;86.38;71.707;38.715;102.906;62.096;76.207;74.211;70.568;101.106;72.719;140.284;91.229;49.02;69.604;70.569;65.454;36.808;66.039;58.309;0.0;70.316;72.297;64.182;40.906;136.96;61.259;65.283;53.713;65.443;148.393
fev'10;82.134;87.427;91.088;55.035;80.523;75.366;73.914;58.339;74.417;67.438;59.771;73.334;86.906;72.114;39.304;102.581;62.02;76.65;75.913;70.608;102.44;72.494;143.427;91.067;49.372;69.219;70.174;67.945;0.0;67.47;59.408;0.0;69.212;72.92;64.436;40.658;132.305;67.423;65.662;51.569;65.751;143.71
mar'10;82.172;86.673;92.68;55.299;81.329;75.639;74.393;58.655;74.956;67.423;60.501;71.24;86.683;72.285;39.22;103.824;62.343;76.415;74.309;71.583;103.799;73.309;142.873;92.478;49.163;69.531;70.985;68.262;38.3;68.519;59.793;0.0;67.378;71.487;66.175;40.311;134.13;68.389;66.552;50.385;65.108;133.509
apr'10;82.18;87.795;93.882;54.927;80.437;76.004;74.702;59.488;75.132;67.321;60.955;72.16;87.262;73.006;38.828;104.033;63.294;76.63;73.183;72.161;102.727;72.226;129.448;91.824;49.085;64.929;69.167;69.47;40.282;73.376;60.776;0.0;63.785;72.68;64.615;40.521;130.704;64.523;66.315;50.955;65.911;130.508
maj'10;82.036;87.478;93.678;54.761;80.263;76.389;75.249;59.323;74.993;66.971;59.908;72.332;86.641;73.061;39.003;103.764;63.759;76.046;72.402;72.005;102.589;71.548;0.0;93.158;48.365;66.538;68.722;69.411;41.632;69.784;60.607;0.0;62.129;72.248;63.39;40.932;132.89;65.895;66.115;50.635;66.226;133.303
ijun'10;81.525;86.967;92.073;53.957;80.532;76.106;74.717;59.082;75.464;66.768;59.51;73.928;86.098;72.281;38.471;102.645;63.382;75.487;72.106;72.162;102.492;71.5;0.0;92.795;48.778;64.763;69.047;69.055;39.237;68.185;60.456;0.0;62.489;72.039;62.442;41.433;131.381;64.188;66.144;50.427;65.274;131.5
ijul'10;81.302;87.61;91.431;53.634;79.866;75.71;75.118;59.343;75.1;66.197;60.219;72.292;86.266;71.993;38.486;103.698;63.322;75.592;71.995;72.376;103.381;71.17;0.0;93.024;49.157;63.737;71.208;69.716;38.5;70.039;61.211;0.0;61.555;75.237;63.199;41.981;128.163;65.387;67.246;50.012;66.152;131.291
avg'10;81.733;87.996;93.373;53.522;80.315;75.962;75.029;58.668;75.407;66.59;59.557;73.967;86.224;72.087;38.447;104.686;62.887;75.765;72.485;72.485;103.925;69.829;93.217;91.096;48.96;64.921;68.098;67.557;38.55;69.451;61.089;0.0;60.441;75.437;62.675;41.436;130.483;66.032;65.704;50.522;64.804;131.547
